"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","6","2","1","6.340305","0","17"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","2.845343","0","3"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","4","2","1","4.358713","0","11"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","2.836720","0","3"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","24","4","1","1","2.231730","0","13"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","24","26","7","1","56.091465","0","150"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","24","8","6","1","10.413248","0","23"
"/Interchange/gltf/M_Sheen.M_Sheen","24","126","15","6","324.175415","0","806"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","42","4","1","100.934578","0","348"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","2.885481","0","2"
"/Interchange/gltf/M_Transmission.M_Transmission","24","32","5","2","76.737717","0","151"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","6","6","1","6.226957","0","10"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","24","126","20","6","294.022095","0","788"
"/Interchange/gltf/M_Default.M_Default","24","126","14","6","290.191895","0","888"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","24","126","15","6","331.435059","0","685"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","84","1","1","208.341736","0","1179"
"/Interchange/gltf/M_Unlit.M_Unlit","24","26","14","6","35.059219","0","80"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","84","9","1","210.986786","0","934"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","84","9","1","0.000000","0","934"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","138","5","1","381.625031","0","2603"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","42","5","1","102.824066","0","295"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","2.952813","0","2"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","4","4","1","5.746313","0","6"
"/ControlRig/M_Manip.M_Manip","24","4","4","1","5.473827","0","4"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","3.147701","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","4","1","4.889609","0","7"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","6","2","1","7.265653","0","15"
"/Game/Artwork/M_RadialShadow.M_RadialShadow","24","9","6","1","8.663907","0","33"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","27","2","1","60.119640","0","186"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","4","4","1","4.513256","0","7"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","54","6","1","132.181641","0","357"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","864","9","1","1947.391846","0","41765"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","105","22","1","152.872864","0","448"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","294","9","1","732.265991","0","5481"
