"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","1.642001","0","3"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","24","2","2","22.706608","0","158"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","1","1","3.198551","0","13"
"/ControlRig/M_Manip.M_Manip","21","4","4","1","2.945184","0","5"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","4","1","1","2.415519","0","13"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.645683","0","3"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","9","6","20.860723","0","107"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","6","1","1","3.840727","0","22"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","105","1","1","81.775154","0","3707"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","294","1","1","567.458191","0","15844"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","864","1","1","1486.781372","0","75811"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","27","1","1","44.061428","0","294"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","4","1","1","2.180519","0","13"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","6","1","1","3.390950","0","26"
"/Game/Artwork/M_PointsBackground.M_PointsBackground","21","9","1","1","4.122163","0","47"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","4","1","1","2.162049","0","13"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","1","1","3.569874","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","14","1","1","11.508023","0","106"
"/Game/Artwork/M_RadialShadow.M_RadialShadow","21","9","1","1","4.189737","0","53"
"/Interchange/gltf/M_Unlit.M_Unlit","21","26","9","6","19.008219","0","95"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","54","1","1","95.367577","0","1212"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","138","1","1","263.084686","0","4552"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","126","6","6","204.072144","0","1008"
"/Interchange/gltf/M_Transmission.M_Transmission","21","32","2","2","56.151810","0","222"
"/Interchange/gltf/M_Sheen.M_Sheen","21","126","6","6","241.831543","0","1177"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","126","7","6","248.576477","0","1101"
"/Interchange/gltf/M_Default.M_Default","21","126","9","6","206.196564","0","1003"
"Globals","24","1030","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","2","2","1","2.860841","0","3"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","2.922936","0","2"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","26","11","6","35.587261","0","89"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","4","1","1","5.091194","0","13"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","2.853525","0","3"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","4","4","1","5.204639","0","6"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","24","23","2","1","53.190586","0","198"
"/Interchange/gltf/M_Default.M_Default","24","126","17","6","281.248322","0","729"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","24","26","1","1","58.197559","0","170"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","24","2","2","1","3.121886","0","2"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","24","2","2","1","2.758955","0","3"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","2","2","1","2.917974","0","2"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","24","4","4","1","2.296579","0","6"
"/Interchange/gltf/M_Sheen.M_Sheen","24","126","18","6","314.610352","0","881"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","24","126","14","6","322.324158","0","949"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","24","8","3","1","10.406384","0","21"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","42","3","1","98.646027","0","421"
"/Interchange/gltf/M_Transmission.M_Transmission","24","32","12","2","74.474380","0","198"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","24","126","13","6","281.036194","0","797"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","2.840217","0","3"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","21","3","1","48.902000","0","105"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","2.820574","0","2"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","6","2","1","6.186156","0","17"
"/Interchange/gltf/M_Unlit.M_Unlit","24","26","19","6","34.332115","0","61"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","24","4","4","1","6.102707","0","4"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","84","5","1","208.045105","0","1342"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","138","7","1","360.119415","0","2031"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","4","4","1","4.398790","0","4"
"/Game/Artwork/M_RadialShadow.M_RadialShadow","24","9","1","1","8.608315","0","53"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","54","1","1","133.583725","0","524"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","14","4","1","22.078562","0","82"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","4","4","1","4.698014","0","4"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","24","10","2","35.279358","0","74"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","6","1","1","6.495513","0","16"
"/Game/Artwork/M_PointsBackground.M_PointsBackground","24","9","2","1","8.539168","0","24"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","27","6","1","60.372063","0","85"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","84","5","1","210.010529","0","902"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","84","5","1","0.000000","0","902"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","42","7","1","102.469627","0","161"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","2.943584","0","2"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","4","1","1","5.412062","0","10"
"/ControlRig/M_Manip.M_Manip","24","4","4","1","5.480740","0","6"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","2","1","4.658822","0","11"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","2.978927","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","6","6","1","7.179499","0","6"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","864","9","1","1934.581543","0","49611"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","105","8","1","152.542328","0","936"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","294","22","1","733.318787","0","5741"
