"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","6","1","1","3.796307","0","26"
"/Game/Artwork/M_PointsBackground.M_PointsBackground","21","9","1","1","4.727141","0","53"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","1","1","4.130500","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","14","3","1","13.463080","0","61"
"/Game/Artwork/M_RadialShadow.M_RadialShadow","21","9","1","1","4.925414","0","45"
"/Interchange/gltf/M_Unlit.M_Unlit","21","26","9","6","21.968815","0","101"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","54","1","1","112.656677","0","1083"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","138","1","1","313.550812","0","5158"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","126","6","6","243.424957","0","1255"
"/Interchange/gltf/M_Transmission.M_Transmission","21","32","2","2","66.635803","0","242"
"/Interchange/gltf/M_Sheen.M_Sheen","21","126","6","6","289.181885","0","1128"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","126","10","6","298.913086","0","1109"
"/Interchange/gltf/M_Default.M_Default","21","126","7","6","244.776855","0","1055"
"Globals","24","1030","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","2","2","1","3.685193","0","3"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","3.176826","0","3"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","4","2","1","5.871741","0","11"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","24","2","2","1","3.158270","0","3"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","4","1","1","5.839788","0","13"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","24","2","2","1","3.391119","0","3"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","24","23","4","1","65.795403","0","156"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","26","21","6","39.156651","0","45"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","3.402406","0","3"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","3.519490","0","3"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","4","4","1","6.457664","0","7"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","3.485223","0","3"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","24","26","2","1","65.749947","0","153"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","24","4","4","1","5.791334","0","7"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","2","2","1","0.000000","0","3"
"/Interchange/gltf/M_Default.M_Default","24","126","17","6","335.142456","0","804"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","24","8","6","1","12.320495","0","23"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","24","126","14","6","376.430725","0","872"
"/Interchange/gltf/M_Sheen.M_Sheen","24","126","11","6","366.459320","0","716"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","42","4","1","115.591248","0","249"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","21","1","1","56.957779","0","87"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","3.132915","0","3"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","6","6","1","7.059897","0","11"
"/Interchange/gltf/M_Unlit.M_Unlit","24","26","19","6","40.604408","0","62"
"/Interchange/gltf/M_Transmission.M_Transmission","24","32","2","2","87.196304","0","175"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","24","126","16","6","337.048248","0","782"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","84","3","1","234.383774","0","944"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","24","4","1","1","7.012546","0","11"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","24","6","2","38.477497","0","96"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","138","2","1","406.840729","0","3553"
"/Game/Artwork/M_PointsBackground.M_PointsBackground","24","9","6","1","9.362655","0","33"
"/Game/Artwork/M_RadialShadow.M_RadialShadow","24","9","2","1","9.383547","0","37"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","14","3","1","23.722858","0","60"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","4","4","1","4.853042","0","7"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","54","2","1","148.456497","0","518"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","4","1","1","4.880066","0","13"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","6","6","1","7.081402","0","10"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","84","1","1","235.669968","0","812"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","84","1","1","0.000000","0","812"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","27","6","1","67.885132","0","128"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","42","5","1","113.300705","0","274"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","3.182957","0","3"
"/ControlRig/M_Manip.M_Manip","24","4","4","1","5.803033","0","7"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","4","1","5.120368","0","7"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","6","6","1","7.768382","0","11"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","864","18","1","2188.037109","0","47704"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","105","16","1","168.150360","0","922"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","294","15","1","828.316040","0","5025"
